GEO Region,Price Category Code,Passenger Count
US,Low Fare,6373
US,Other,320027
Canada,Other,8285
US,Other,146842
Asia,Other,22555
US,Other,1971
Europe,Other,6523
Asia,Other,5390
US,Other,110031
Europe,Other,1926
Middle East,Other,9555
US,Low Fare,1502
US,Other,10302
Europe,Other,3974
US,Low Fare,13115
Asia,Other,13467
Asia,Other,2912
Europe,Other,5996
US,Low Fare,86389
Europe,Other,9149
US,Other,6140
Canada,Other,11873
Europe,Other,16156
Canada,Other,1616
US,Low Fare,27281
Europe,Other,28620
Mexico,Other,7623
Central America,Other,3727
Canada,Other,8547
Asia,Other,8051
US,Other,5070
US,Other,151892
Europe,Other,5863
US,Other,2754
Mexico,Other,5397
Europe,Other,7535
Canada,Other,13976
Europe,Other,2201
US,Low Fare,1211
Asia,Other,1326
Asia,Other,5140
Europe,Other,15255
Europe,Other,21251
Australia / Oceania,Other,7855
US,Other,42725
Europe,Other,14007
US,Low Fare,8104
Asia,Other,4765
US,Low Fare,31342
Australia / Oceania,Other,7059
Canada,Other,7348
Canada,Other,9547
Central America,Other,3870
Australia / Oceania,Other,6198
Australia / Oceania,Other,17301
Europe,Other,15762
Australia / Oceania,Other,9095
US,Low Fare,145429
US,Low Fare,154428
Europe,Other,20127
Asia,Other,78230
US,Other,153973
US,Other,4596
Europe,Other,25845
Middle East,Other,5476
US,Low Fare,1790
US,Low Fare,80762
US,Low Fare,9320
Australia / Oceania,Other,7405
US,Other,9783
US,Other,354828
Australia / Oceania,Other,5670
Middle East,Other,9575
Europe,Other,4695
Asia,Other,7024
US,Other,268032
US,Other,57842
US,Other,7367
Europe,Other,8308
Asia,Other,11573
US,Other,5305
Canada,Other,18973
South America,Other,2689
Asia,Other,14516
Asia,Other,8323
US,Low Fare,1472
US,Other,102023
Australia / Oceania,Other,5385
Canada,Other,3064
US,Other,10
Europe,Other,11256
Europe,Other,18658
Europe,Other,6372
US,Other,8269
Central America,Other,5746
Canada,Other,30413
Canada,Other,3262
Canada,Other,7247
Mexico,Other,14859
Europe,Other,6612
Asia,Other,9384
US,Other,7493
US,Other,10959
Australia / Oceania,Other,6650
Middle East,Other,2381
Mexico,Low Fare,3477
Asia,Other,15778
Canada,Other,3320
US,Other,22900
Asia,Other,3784
US,Other,4241
Asia,Other,7392
US,Low Fare,4461
Canada,Other,4733
Central America,Other,4984
Asia,Other,10703
US,Other,3720
Europe,Other,3282
Asia,Other,77224
Canada,Other,7753
Asia,Other,61696
US,Other,49054
Central America,Other,4741
Mexico,Other,2865
US,Other,42531
Australia / Oceania,Other,3642
Asia,Other,6448
Australia / Oceania,Other,13137
Asia,Other,67949
Europe,Other,19878
Mexico,Other,7474
US,Low Fare,47046
Europe,Other,17554
US,Other,108797
Europe,Other,14778
Asia,Other,14556
Europe,Other,17743
Mexico,Low Fare,6092
Europe,Other,11965
US,Other,33706
Canada,Other,7642
Canada,Other,8763
US,Other,300110
Asia,Other,5190
US,Other,49910
Asia,Other,14954
Asia,Other,79343
Europe,Other,9262
Canada,Other,11846
Asia,Other,4853
US,Other,8966
Europe,Other,16850
US,Other,5143
US,Other,158773
Asia,Other,6438
Asia,Other,12927
Asia,Other,18563
Mexico,Other,8528
Asia,Other,11930
US,Other,43898
Europe,Other,12285
US,Other,70130
US,Other,359882
Asia,Other,7061
Mexico,Low Fare,4301
Asia,Other,6386
Canada,Other,14662
US,Low Fare,148628
US,Other,28955
Australia / Oceania,Other,4565
Mexico,Other,17674
Asia,Other,77598
Europe,Other,14679
Canada,Other,5426
US,Other,48783
US,Other,138279
US,Low Fare,3924
Europe,Other,2004
Asia,Other,491
US,Other,5757
Australia / Oceania,Other,8820
US,Other,32627
US,Other,93791
US,Other,1833
Europe,Other,5843
Europe,Other,21332
Asia,Other,14561
Asia,Other,6365
US,Other,453488
Australia / Oceania,Other,1411
US,Low Fare,66477
US,Other,64007
US,Other,2
Europe,Other,3837
US,Other,132304
US,Other,52589
Canada,Other,14979
Mexico,Other,11876
Asia,Other,20405
US,Other,5639
Asia,Other,5683
Europe,Other,1499
Europe,Other,26065
Mexico,Low Fare,9307
US,Other,20383
Australia / Oceania,Other,12694
US,Low Fare,129346
Asia,Other,6611
Europe,Other,14354
Europe,Other,2789
Canada,Other,1485
US,Low Fare,134577
US,Other,109637
Mexico,Low Fare,2650
US,Other,22997
US,Other,132072
Australia / Oceania,Other,12168
Central America,Other,3324
South America,Other,3030
US,Low Fare,726
US,Other,6920
Asia,Other,17123
Middle East,Other,5413
Middle East,Other,908
Asia,Other,78038
Europe,Other,12812
US,Other,257684
Central America,Other,4638
Asia,Other,74616
US,Low Fare,6613
Europe,Other,2911
Canada,Other,33223
US,Other,54045
Europe,Other,152
Asia,Other,12861
Canada,Other,39991
Central America,Other,6015
US,Other,3776
Asia,Other,62124
Asia,Other,16857
Asia,Other,3812
Canada,Other,8327
Mexico,Other,5011
Mexico,Other,13292
Asia,Other,14248
Australia / Oceania,Other,5377
Australia / Oceania,Other,5623
Asia,Other,60797
Asia,Other,10974
Canada,Other,5485
Mexico,Other,3019
Europe,Other,6759
Central America,Other,6332
Asia,Other,5055
US,Low Fare,10325
US,Low Fare,158867
Europe,Other,11363
Middle East,Other,9308
Europe,Other,466
US,Low Fare,6214
Mexico,Other,9362
US,Other,4264
Asia,Other,1759
US,Other,90389
US,Low Fare,15495
Europe,Other,7121
US,Other,278
Central America,Other,4563
US,Other,5291
Asia,Other,15004
US,Other,10492
Europe,Other,11834
Europe,Other,2579
Asia,Other,57304
US,Other,51065
US,Other,39
Europe,Other,19812
Mexico,Other,7313
Canada,Other,27398
Europe,Other,9186
Middle East,Other,9612
US,Other,32910
Mexico,Other,28925
Canada,Other,11411
Asia,Other,20362
Asia,Other,7206
Mexico,Other,13288
US,Other,1944
US,Other,71282
Mexico,Other,5960
Canada,Other,19750
US,Other,164576
Australia / Oceania,Other,5668
Europe,Other,10934
Europe,Other,5523
Canada,Other,10952
Australia / Oceania,Other,5265
Europe,Other,11692
Asia,Other,6219
US,Other,298619
Asia,Other,2533
Asia,Other,3845
Middle East,Other,12015
US,Other,9160
Asia,Other,18454
Australia / Oceania,Other,7282
Mexico,Other,150
Mexico,Other,2570
US,Other,102569
Asia,Other,19662
Asia,Other,15018
US,Low Fare,23221
Mexico,Low Fare,1134
Canada,Other,6799
Canada,Other,1731
Asia,Other,10928
US,Low Fare,14528
US,Other,5496
US,Low Fare,3110
Europe,Other,6103
US,Low Fare,83803
Asia,Other,73322
Mexico,Other,1212
US,Other,7140
Europe,Other,221
Asia,Other,64197
Asia,Other,13580
Canada,Other,28049
Europe,Other,19281
Mexico,Other,12745
Australia / Oceania,Other,7432
US,Low Fare,38855
Europe,Other,1293
US,Other,32109
US,Low Fare,133497
Europe,Other,2301
Asia,Other,10097
US,Other,10072
US,Other,245882
US,Other,15728
US,Other,24491
US,Other,31974
Asia,Other,17961
US,Other,35929
Australia / Oceania,Other,2552
Australia / Oceania,Other,2132
Europe,Other,6199
Canada,Other,87
US,Low Fare,4020
US,Other,34910
US,Other,74853
Mexico,Other,3486
Europe,Other,11638
Australia / Oceania,Other,8475
Europe,Other,11708
Europe,Other,5755
Europe,Other,8037
US,Low Fare,150958
Europe,Other,4115
US,Low Fare,3345
Middle East,Other,8725
Canada,Other,10096
Europe,Other,7249
US,Other,12390
Asia,Other,8442
US,Other,557002
Canada,Other,3672
Asia,Other,6044
US,Other,20821
Asia,Other,13717
US,Low Fare,130260
Canada,Other,12751
Canada,Other,1997
Canada,Other,16577
Asia,Other,13723
US,Other,130979
Asia,Other,22073
Middle East,Other,6229
US,Other,249
Asia,Other,4319
Canada,Other,14221
US,Low Fare,4107
US,Other,63438
US,Other,14929
Europe,Other,18874
Asia,Other,8825
Mexico,Other,14522
US,Other,57242
US,Other,2019
Australia / Oceania,Other,5682
Europe,Other,17943
Europe,Other,9050
US,Other,6805
Mexico,Other,9060
Canada,Other,6016
Europe,Other,20310
Australia / Oceania,Other,8338
Canada,Other,1405
Asia,Other,10198
Asia,Other,22739
US,Other,288449
US,Low Fare,15320
US,Other,67160
Asia,Other,10789
Europe,Other,7727
Canada,Other,9725
Canada,Other,10687
US,Other,9070
Australia / Oceania,Other,8421
Europe,Other,21945
US,Other,108483
Canada,Other,5406
Asia,Other,3763
US,Other,17817
Asia,Other,14923
Mexico,Low Fare,5750
Asia,Other,9855
US,Other,3715
South America,Other,2807
US,Other,15644
Asia,Other,7564
Mexico,Other,33565
Europe,Other,13763
Europe,Other,21181
US,Low Fare,4827
US,Other,1569
Canada,Other,63
US,Other,3938
US,Other,21706
Canada,Other,1395
US,Other,2913
US,Other,314
US,Other,472742
Canada,Other,5412
US,Other,9710
Australia / Oceania,Other,6134
US,Other,127449
US,Other,57401
Europe,Other,8909
Europe,Other,7158
Middle East,Other,9314
US,Other,60784
US,Other,42092
Canada,Other,7342
US,Other,130
US,Other,13037
Asia,Other,7433
Europe,Other,8987
US,Other,20393
US,Low Fare,21908
Mexico,Other,1389
Asia,Other,8680
Mexico,Other,4533
Canada,Other,12221
US,Other,142663
Mexico,Other,19966
Asia,Other,5702
Canada,Other,1713
Mexico,Other,155
US,Low Fare,9459
US,Low Fare,152485
Canada,Other,1232
Asia,Other,7895
Europe,Other,13087
US,Low Fare,17060
Europe,Other,17757
Australia / Oceania,Other,6758
US,Other,574
Mexico,Other,29206
Europe,Other,16888
Canada,Other,7633
Asia,Other,19302
Mexico,Other,11192
Central America,Other,3571
US,Other,4462
Europe,Other,43607
Mexico,Other,13318
Asia,Other,4890
US,Other,77439
US,Other,91192
Europe,Other,6447
US,Low Fare,149105
Europe,Other,11297
US,Low Fare,18970
Asia,Other,14109
Asia,Other,14813
Central America,Other,5931
Australia / Oceania,Other,1473
Asia,Other,9892
Mexico,Other,7480
Europe,Other,3871
US,Low Fare,21978
Europe,Other,21686
Asia,Other,9931
Europe,Other,4926
US,Other,44417
US,Low Fare,21945
Central America,Other,5449
US,Other,64373
US,Low Fare,695
US,Low Fare,119065
Central America,Other,5240
US,Other,18600
US,Low Fare,16134
Europe,Other,19960
US,Other,8430
Europe,Other,1188
Mexico,Other,23211
Europe,Other,10722
Canada,Other,8994
Canada,Other,10029
Mexico,Other,4484
Australia / Oceania,Other,5899
US,Other,160967
Asia,Other,9613
Canada,Other,2375
US,Other,4199
Asia,Other,14420
Europe,Other,4993
US,Other,44859
US,Other,52328
Central America,Other,5939
US,Other,4435
US,Other,6769
Asia,Other,63271
US,Other,3861
Mexico,Other,9718
Asia,Other,7308
Asia,Other,16520
Canada,Other,10028
Canada,Other,3
Asia,Other,11898
Australia / Oceania,Other,6098
Europe,Other,10378
Europe,Other,11012
Europe,Other,11263
Australia / Oceania,Other,1010
Europe,Other,809
Europe,Other,4579
US,Low Fare,3729
Europe,Other,8974
US,Other,137045
Australia / Oceania,Other,9410
Mexico,Other,7503
US,Low Fare,33
Europe,Other,14530
US,Other,20427
US,Other,141794
Europe,Other,6575
Asia,Other,11097
Europe,Other,18882
Australia / Oceania,Other,8568
Asia,Other,7514
US,Other,319873
Asia,Other,17450
Europe,Other,1101
US,Other,7278
Asia,Other,17057
US,Low Fare,17222
Europe,Other,6156
US,Low Fare,221
US,Other,44142
Europe,Other,1638
Asia,Other,30462
US,Low Fare,22186
Middle East,Other,13431
Mexico,Other,7284
Asia,Other,8260
US,Low Fare,6103
US,Low Fare,156917
Central America,Other,4905
Asia,Other,13136
US,Other,59790
Europe,Other,3898
US,Other,1092
US,Other,27120
US,Other,140615
Europe,Other,12061
Central America,Other,6501
Asia,Other,6057
US,Low Fare,47125
Asia,Other,13758
Asia,Other,15951
US,Other,28156
Canada,Other,6837
Central America,Other,8846
Canada,Other,13139
US,Other,166121
Asia,Other,9486
Canada,Other,2121
Canada,Other,13638
US,Low Fare,183011
US,Other,31254
Canada,Other,16914
US,Other,31718
US,Other,51110
Asia,Other,3913
Europe,Other,207
Europe,Other,13752
Europe,Other,1951
Asia,Other,67998
US,Low Fare,1147
US,Low Fare,21222
Europe,Other,7246
Central America,Other,6280
US,Other,42845
US,Other,149479
Asia,Other,19208
Australia / Oceania,Other,2728
US,Other,310722
US,Other,4080
Canada,Other,22634
US,Other,4762
Mexico,Other,2656
Asia,Other,6811
Canada,Other,8527
Canada,Other,4781
Mexico,Other,12169
US,Low Fare,17752
Australia / Oceania,Other,7298
US,Low Fare,46716
US,Other,15806
US,Other,42460
Asia,Other,19908
Australia / Oceania,Other,8353
Asia,Other,20249
US,Low Fare,31703
Asia,Other,2550
Australia / Oceania,Other,6493
Asia,Other,9513
Asia,Other,8134
US,Other,69044
US,Other,178538
Asia,Other,14977
US,Other,2603
Australia / Oceania,Other,4384
Australia / Oceania,Other,6793
US,Other,36931
Canada,Other,14462
US,Other,240629
Asia,Other,8098
Asia,Other,12628
Asia,Other,6629
Europe,Other,3702
Europe,Other,12104
Asia,Other,8627
US,Low Fare,7984
Asia,Other,7111
US,Low Fare,28495
Mexico,Other,5622
Europe,Other,4540
Europe,Other,7893
US,Low Fare,22150
Australia / Oceania,Other,2088
US,Other,8092
Asia,Other,8274
US,Other,190022
Europe,Other,7590
Canada,Other,14610
US,Other,61274
Canada,Other,6169
Mexico,Other,5946
US,Other,2025
US,Other,63669
US,Low Fare,68065
Asia,Other,6264
US,Low Fare,110
Asia,Other,9834
US,Other,7579
Central America,Other,7142
US,Other,351057
Europe,Other,29191
US,Low Fare,4024
US,Low Fare,175196
Canada,Other,3508
US,Other,7945
US,Other,10326
US,Low Fare,138439
Europe,Other,3596
US,Low Fare,149173
Mexico,Other,2596
US,Low Fare,14963
Asia,Other,9446
Mexico,Other,5695
Asia,Other,7172
Canada,Other,357
Asia,Other,16269
US,Other,272
Canada,Other,10465
US,Low Fare,98
US,Low Fare,6759
Mexico,Other,24827
US,Other,40069
Canada,Other,12518
Europe,Other,5345
US,Low Fare,3632
Canada,Other,535
Canada,Other,11300
Middle East,Other,9573
US,Other,5440
US,Low Fare,2234
Europe,Other,13611
Mexico,Other,194
Mexico,Other,11787
Canada,Other,10361
Central America,Other,5654
Australia / Oceania,Other,14048
US,Other,88555
Europe,Other,8882
Europe,Other,52679
Asia,Other,5857
Canada,Other,14796
US,Low Fare,60809
US,Other,134078
Europe,Other,5113
US,Other,17030
US,Other,33264
Australia / Oceania,Other,589
US,Low Fare,16427
Europe,Other,22853
Asia,Other,6747
Asia,Other,3826
Mexico,Other,5191
Canada,Other,15073
Asia,Other,6582
Australia / Oceania,Other,7226
Mexico,Other,4143
Europe,Other,10769
Mexico,Low Fare,4152
US,Other,136036
Mexico,Other,25524
US,Other,31084
Asia,Other,9888
Europe,Other,526
Asia,Other,12930
US,Low Fare,14844
Canada,Other,1950
Asia,Other,9056
US,Low Fare,7121
Asia,Other,23781
Europe,Other,7214
Asia,Other,6091
Mexico,Low Fare,2968
Canada,Other,3595
Canada,Other,331
US,Other,69551
Europe,Other,8809
US,Low Fare,5523
Central America,Other,4876
Asia,Other,20190
Mexico,Other,2230
US,Other,132217
Australia / Oceania,Other,6671
Europe,Other,8693
Mexico,Low Fare,2871
US,Other,90911
US,Low Fare,7012
US,Other,126646
US,Other,68088
US,Low Fare,18548
Asia,Other,6274
Mexico,Low Fare,2092
US,Other,4345
Asia,Other,22441
US,Other,54559
Europe,Other,8325
US,Low Fare,1730
Asia,Other,11691
Mexico,Low Fare,3201
Europe,Other,11633
Mexico,Other,22212
Europe,Other,4288
US,Other,522248
US,Other,78332
Canada,Other,217
US,Other,19939
US,Low Fare,29131
Canada,Other,28294
Canada,Other,40004
US,Low Fare,32332
US,Other,811
Australia / Oceania,Other,8394
Australia / Oceania,Other,16289
Europe,Other,22343
Europe,Other,5740
Europe,Other,5598
Mexico,Other,7279
Australia / Oceania,Other,5650
Asia,Other,7209
Canada,Other,10
Central America,Other,4382
US,Low Fare,3535
US,Low Fare,172132
US,Other,285822
US,Other,24061
Europe,Other,10803
Asia,Other,6121
US,Other,90751
Europe,Other,4874
US,Other,27010
US,Other,22286
US,Low Fare,20158
Canada,Other,10164
US,Other,147346
Mexico,Other,5533
Middle East,Other,7999
Europe,Other,16586
US,Other,6384
US,Low Fare,46125
Australia / Oceania,Other,7591
US,Other,26801
Canada,Other,10289
Asia,Other,17840
Europe,Other,44505
US,Other,159954
Central America,Other,5225
Asia,Other,13610
US,Other,216
US,Other,232901
Canada,Other,10320
Asia,Other,12570
US,Other,334066
Canada,Other,2027
Europe,Other,33931
Asia,Other,11340
Europe,Other,5558
Europe,Other,16170
Canada,Other,1234
Asia,Other,421
US,Low Fare,38555
Mexico,Other,5579
US,Other,303894
US,Low Fare,2398
Australia / Oceania,Other,8195
US,Other,49153
US,Other,1171
Asia,Other,49
US,Other,355445
US,Other,61589
US,Other,812
Europe,Other,2197
Canada,Other,35597
Asia,Other,69929
US,Low Fare,13494
Europe,Other,8107
Australia / Oceania,Other,6929
Asia,Other,5082
Europe,Other,7245
Europe,Other,25195
US,Low Fare,62855
US,Other,3976
Mexico,Other,5354
US,Other,50017
Central America,Other,5039
Asia,Other,10216
Asia,Other,3755
Middle East,Other,9231
Asia,Other,6654
US,Low Fare,14354
Asia,Other,17936
Asia,Other,72581
Europe,Other,3393
US,Low Fare,18927
US,Other,58892
Asia,Other,8261
Canada,Other,9339
Europe,Other,32869
Mexico,Other,2159
US,Other,26033
Europe,Other,8585
Asia,Other,22481
US,Other,5336
US,Low Fare,41541
Australia / Oceania,Other,6522
US,Other,7348
Europe,Other,24988
Asia,Other,10022
Asia,Other,8556
Asia,Other,75906
US,Low Fare,17199
US,Other,164540
US,Other,4142
US,Other,6886
Australia / Oceania,Other,7806
Canada,Other,6197
Europe,Other,20840
Asia,Other,4578
US,Low Fare,89933
US,Low Fare,63242
US,Other,8002
Middle East,Other,8545
Asia,Other,6941
US,Other,71823
Central America,Other,7612
Canada,Other,253
US,Other,38979
US,Other,11207
Australia / Oceania,Other,8418
US,Other,15632
US,Other,365334
US,Low Fare,62840
Mexico,Other,5456
Canada,Other,12357
US,Other,22221
Mexico,Other,10344
Asia,Other,10377
Canada,Other,5328
Mexico,Low Fare,2496
Asia,Other,75504
Asia,Other,7013
US,Other,35262
Mexico,Other,18373
Asia,Other,28315
Asia,Other,11368
Europe,Other,14298
Asia,Other,12576
US,Low Fare,24779
Asia,Other,6262
Australia / Oceania,Other,6163
US,Low Fare,2911
Europe,Other,6613
US,Other,27577
Europe,Other,34802
Europe,Other,19260
Mexico,Low Fare,4995
Asia,Other,4049
US,Low Fare,33070
US,Other,135300
US,Other,153472
Canada,Other,2409
US,Other,6130
Asia,Other,7685
US,Other,124116
Canada,Other,20869
Mexico,Other,2508
Middle East,Other,9371
US,Other,81
Mexico,Other,14105
Canada,Other,2846
Europe,Other,27060
US,Other,295447
US,Other,22294
Asia,Other,13291
Australia / Oceania,Other,3467
US,Other,26578
Europe,Other,12334
Asia,Other,53723
US,Low Fare,2738
Canada,Other,386
Asia,Other,8803
Asia,Other,4007
Canada,Other,4449
US,Low Fare,97257
Europe,Other,11242
Mexico,Low Fare,6358
Europe,Other,2478
Europe,Other,5822
US,Low Fare,104836
Asia,Other,3583
Canada,Other,3177
Mexico,Other,6419
Asia,Other,16525
Canada,Other,22410
US,Other,95525
US,Other,5121
Europe,Other,276
US,Low Fare,148396
US,Low Fare,12585
US,Other,86480
US,Low Fare,30279
US,Other,91422
Australia / Oceania,Other,804
Mexico,Other,6537
Asia,Other,6688
Mexico,Other,10969
Canada,Other,24957
Canada,Other,11106
Asia,Other,4218
US,Low Fare,95059
US,Other,36386
Mexico,Other,12159
Mexico,Other,9184
US,Low Fare,19265
US,Other,11142
Australia / Oceania,Other,776
US,Low Fare,915
US,Other,6892
Canada,Other,15971
Asia,Other,15910
Asia,Other,5671
Mexico,Other,6676
US,Other,4742
Asia,Other,7441
Australia / Oceania,Other,749
Europe,Other,66
Australia / Oceania,Other,280
US,Other,4866
Canada,Other,2251
Asia,Other,4409
US,Other,3832
US,Low Fare,6134
Europe,Other,14046
Asia,Other,7447
US,Other,381242
Canada,Other,643
Canada,Other,281
US,Other,353409
Central America,Other,4390
US,Low Fare,8256
Asia,Other,5380
Asia,Other,67505
Canada,Other,30400
Europe,Other,18661
South America,Other,2159
Middle East,Other,9618
US,Other,123528
US,Other,10952
Asia,Other,2311
Mexico,Other,13183
Europe,Other,13901
Asia,Other,22177
Australia / Oceania,Other,5768
US,Other,736
US,Low Fare,12454
Asia,Other,5697
US,Other,153721
Europe,Other,22110
Europe,Other,5812
Asia,Other,65540
US,Other,100016
Asia,Other,19796
Asia,Other,13787
Canada,Other,11852
Asia,Other,8017
US,Low Fare,100106
US,Other,101874
Mexico,Low Fare,4500
Europe,Other,3002
Europe,Other,2009
Canada,Other,8832
Asia,Other,6714
Europe,Other,8812
Australia / Oceania,Other,6453
Asia,Other,3958
US,Other,13005
US,Other,5173
Mexico,Other,10294
US,Other,7948
Mexico,Other,3986
Canada,Other,17544
Europe,Other,6098
US,Other,13530
US,Other,928
Mexico,Other,3384
Middle East,Other,13806
Mexico,Other,159
Europe,Other,20632
Mexico,Other,8237
Asia,Other,10713
Middle East,Other,12382
Asia,Other,6014
US,Other,80445
Central America,Other,6454
Australia / Oceania,Other,10841
US,Other,721
US,Low Fare,107
Mexico,Other,5446
Europe,Other,646
Mexico,Low Fare,8525
Asia,Other,7586
US,Other,138084
Central America,Other,7844
US,Other,36893
Europe,Other,6469
Europe,Other,13078
Europe,Other,22757
Europe,Other,9351
US,Other,23424
US,Low Fare,139
Mexico,Other,29807
Asia,Other,9439
US,Other,6677
Mexico,Low Fare,6491
US,Other,6636
Asia,Other,66429
Europe,Other,3529
US,Low Fare,17311
Europe,Other,8549
Asia,Other,5603
